response_id,primary_specialty,officer_rank,year_executed_order,billet_current,order_lag_in_months,transparency_rank,satistfaction_rank,favoritism_rank,assignment_current,geographic_preference,career_path,doctor_as_detailer,homestead_length_in_years,homestead_problem,match_desirability,match_month,assignment_preference,officer_rank_preference
411,Pediatrics,LT,2016,OCONUS MTF,2-4 months,4,4,3,3rd choice,Europe,Clinical Medicine,No,1 tour (~3 years),Yes,Other,Nov-16,Yes,Yes
412,Internal Medicine (General),LT,2015,CONUS MTF,NA,5,1,3,4th choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
413,Emergency Medicine,LCDR,2016,OCONUS MTF,> 4 months,2,1,3,Other,Southern California,Resign/Retire,Do not care,Other,Other,Something similar to the National Residency Match Program,Dec-16,Yes,No
414,Pathology,CAPT or Flag,2015,OCONUS MTF,2-4 months,5,5,5,1st choice,"Pacific (Hawaii, Guam, Japan)",Resign/Retire,No,2 tours (~6 years),No,Other,Feb-17,Yes,No
415,Dermatology,LT,2014,GME,2-4 months,5,5,4,2nd choice,Southern California,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
416,Family Medicine,LCDR,2015,OCONUS MTF,2-4 months,4,3,4,1st choice,"Southeast (North Carolina, Florida)",Mixed,Do not care,2 tours (~6 years),No,NA,NA,NA,NA
113,General Medical Officer,LT,2013,OCONUS Operational,2-4 months,1,1,1,3rd choice,Pacific Northwest,Academic Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
419,Radiology,LCDR,2016,OCONUS MTF,2-4 months,2,4,3,Other,NA,Resign/Retire,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Mar-17,Yes,Yes
420,Family Medicine,LCDR,2016,OCONUS MTF,NA,2,2,2,> 4th choice,"Southeast (North Carolina, Florida)",Mixed,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
421,Pediatrics,CAPT or Flag,2014,OCONUS MTF,> 4 months,5,5,5,1st choice,Pacific Northwest,Resign/Retire,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
422,Family Medicine,LT,2014,OCONUS MTF,2-4 months,2,3,3,1st choice,National Capital Region,Academic Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
423,Pediatrics,LCDR,2016,OCONUS MTF,2-4 months,4,5,4,2nd choice,Europe,Mixed,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
424,Family Medicine,LT,2014,OCONUS MTF,2-4 months,1,1,3,Other,Europe,Resign/Retire,Other,Other,Yes,Other,Other,Yes,No
425,Family Medicine,CAPT or Flag,2016,OCONUS MTF,2-4 months,4,3,2,> 4th choice,Pacific Northwest,Academic Medicine,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No
426,Family Medicine,CDR,2016,OCONUS Operational,NA,1,1,2,Other,"Southeast (North Carolina, Florida)",Executive Medicine,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
427,Family Medicine,LCDR,2014,OCONUS MTF,> 4 months,5,5,3,1st choice,Southern California,Undecided,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Oct-16,Yes,Yes
114,General Medical Officer,LT,2015,CONUS Operational,NA,2,2,1,2nd choice,Southern California,Research,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Nov-16,Yes,No
429,Radiology,CAPT or Flag,2015,OCONUS MTF,2-4 months,4,4,4,1st choice,Europe,Clinical Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
430,Radiology,LCDR,2016,OCONUS MTF,2-4 months,3,3,2,> 4th choice,Europe,Resign/Retire,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
431,Family Medicine,LCDR,2015,OCONUS MTF,2-4 months,1,3,4,1st choice,Europe,Executive Medicine,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,No
432,Family Medicine,LCDR,2014,OCONUS MTF,> 4 months,5,4,3,1st choice,National Capital Region,Academic Medicine,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
433,Pathology,CDR,2015,OCONUS MTF,2-4 months,3,3,2,1st choice,Europe,Global Health Engagement,No,3 tours (~9 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
312,General Medical Officer,LT,2015,CONUS MTF,2-4 months,1,1,1,Other,Southern California,Clinical Medicine,Other,Other,Other,Something similar to the National Residency Match Program,Mar-17,No,No
418,General Medical Officer,LT,2015,OCONUS Operational,2-4 months,5,4,NA,2nd choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
436,Orthopedic Surgery,LCDR,2012,CONUS MTF,> 4 months,4,5,4,2nd choice,"Southeast (North Carolina, Florida)",Clinical Medicine,Do not care,Other,No,Status Quo: Detailer and Specialty Leader decide,Other,Yes,Yes
437,Pediatrics,CDR,2016,CONUS MTF,> 4 months,5,5,1,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,No
428,General Medical Officer,LT,2016,OCONUS Operational,2-4 months,2,2,3,Other,"Tidewater Region (Portsmouth, Norfolk)",Mixed,Yes,3 tours (~9 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
439,Pediatrics,LCDR,2009,CONUS MTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,Orthopedic Surgery,LCDR,2016,CONUS MTF,2-4 months,5,4,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
441,Preventive Medicine,CAPT or Flag,2016,CONUS MTF,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,Dermatology,CDR,2015,CONUS MTF,> 4 months,5,5,5,Other,Pacific Northwest,Mixed,Yes,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
443,Pediatrics,CDR,2015,CONUS MTF,NA,4,5,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Mixed,Do not care,3 tours (~9 years),No,Other,Mar-17,Yes,Yes
444,Family Medicine,CAPT or Flag,2014,CONUS MTF,2-4 months,5,5,5,2nd choice,"Pacific (Hawaii, Guam, Japan)",Operational Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,Yes,Yes
445,Pediatrics,CDR,2011,CONUS MTF,> 4 months,4,4,4,2nd choice,National Capital Region,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
446,Preventive Medicine,CDR,2016,GME,2-4 months,4,2,3,4th choice,Pacific Northwest,Executive Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
447,Family Medicine,CDR,2015,OCONUS MTF,2-4 months,5,5,3,1st choice,Europe,Clinical Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
448,Pediatrics,CAPT or Flag,2016,CONUS MTF,NA,4,4,3,1st choice,National Capital Region,Academic Medicine,No,2 tours (~6 years),Yes,Other,Dec-16,Yes,Yes
449,Preventive Medicine,CAPT or Flag,2013,Non-Operational/Non-Clinical,2-4 months,5,5,4,1st choice,National Capital Region,Resign/Retire,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
450,Pediatrics,LCDR,2016,CONUS MTF,NA,4,4,3,Other,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Yes,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jan-17,No,No
451,Orthopedic Surgery,CDR,2014,CONUS MTF,2-4 months,1,3,2,Other,"Southeast (North Carolina, Florida)",Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Oct-16,Yes,Yes
453,Radiology,CDR,2015,CONUS MTF,2-4 months,4,4,2,1st choice,National Capital Region,Executive Medicine,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
454,Pediatrics,CAPT or Flag,2016,CONUS Operational,> 4 months,5,5,NA,1st choice,"Southeast (North Carolina, Florida)",Resign/Retire,No,2 tours (~6 years),Other,Other,Jan-17,Yes,No
455,Occupational Medicine,LCDR,2014,CONUS MTF,2-4 months,4,4,3,1st choice,National Capital Region,Resign/Retire,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Sep-16,No,No
456,Family Medicine,CAPT or Flag,2014,CONUS Operational,2-4 months,4,4,2,1st choice,"Southeast (North Carolina, Florida)",Resign/Retire,No,1 tour (~3 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
457,Pediatrics,LCDR,2013,CONUS MTF,> 4 months,5,5,5,1st choice,Pacific Northwest,Executive Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
458,Pediatrics,LT,2013,GME,2-4 months,2,2,NA,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
459,Cardiothoracic Surgery,LCDR,2015,CONUS MTF,> 4 months,5,2,4,3rd choice,Pacific Northwest,Resign/Retire,Do not care,Other,No,Status Quo: Detailer and Specialty Leader decide,Aug-16,Yes,Yes
60,Family Medicine,LT,2016,GME,2-4 months,4,4,3,1st choice,Southern California,Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,NA,Yes
461,Neonatology,LT,2016,CONUS MTF,> 4 months,3,4,2,1st choice,National Capital Region,Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Oct-16,Yes,Yes
462,Pediatrics,LT,2014,CONUS MTF,NA,2,3,3,2nd choice,Pacific Northwest,Clinical Medicine,Yes,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jun-16,No,No
464,Radiology,CDR,2013,CONUS MTF,2-4 months,4,4,5,1st choice,Pacific Northwest,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
465,Neonatology,LT,2015,GME,> 4 months,3,5,2,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
466,Orthopedic Surgery,LCDR,2014,CONUS MTF,2-4 months,1,1,1,2nd choice,Southern California,Resign/Retire,Do not care,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
467,Pediatrics,LCDR,2016,CONUS MTF,2-4 months,5,5,5,1st choice,"Southeast (North Carolina, Florida)",Academic Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jul-16,No,Yes
468,Preventive Medicine,LCDR,2014,CONUS MTF,NA,4,5,2,1st choice,Southern California,Executive Medicine,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,NA
469,Pediatrics,LT,2014,CONUS MTF,2-4 months,4,4,3,1st choice,"Southeast (North Carolina, Florida)",Clinical Medicine,Do not care,3 tours (~9 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
470,Family Medicine,LT,2016,OCONUS Operational,NA,3,2,3,Other,"Pacific (Hawaii, Guam, Japan)",Global Health Engagement,Yes,Other,Other,Something similar to the National Residency Match Program,Feb-17,Yes,No
471,Preventive Medicine,CDR,2016,CONUS Operational,2-4 months,5,5,3,2nd choice,Europe,Executive Medicine,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
472,Pediatrics,CDR,2014,CONUS MTF,> 4 months,1,3,3,2nd choice,"Southeast (North Carolina, Florida)",Mixed,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,Yes
473,Preventive Medicine,LCDR,2015,GME,NA,2,3,NA,2nd choice,Pacific Northwest,Mixed,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,No,No
434,General Medical Officer,LT,2015,CONUS Operational,> 4 months,5,1,5,2nd choice,National Capital Region,Academic Medicine,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,No,No
475,Family Medicine,LT,2014,CONUS MTF,2-4 months,1,1,1,1st choice,Southern California,Clinical Medicine,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
476,Heme/Onc (IM),LCDR,2014,CONUS MTF,2-4 months,4,4,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
477,Radiology,CDR,2014,CONUS MTF,> 4 months,5,5,2,1st choice,Southern California,Undecided,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
478,Pediatrics,LCDR,2014,CONUS MTF,2-4 months,4,4,NA,2nd choice,Southern California,Resign/Retire,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
479,Heme/Onc (IM),CDR,2015,CONUS MTF,NA,3,5,5,1st choice,Southern California,Executive Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,NA,NA
480,Preventive Medicine,LCDR,2016,CONUS MTF,2-4 months,2,4,2,2nd choice,"Southeast (North Carolina, Florida)",Executive Medicine,No,1 tour (~3 years),Yes,NA,NA,NA,NA
481,Orthopedic Surgery,CDR,2014,CONUS MTF,2-4 months,5,5,2,2nd choice,National Capital Region,Resign/Retire,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Mar-17,Yes,No
482,OB/GYN,CDR,2014,CONUS MTF,2-4 months,5,5,3,1st choice,National Capital Region,Clinical Medicine,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,NA,Yes
483,Neonatology,CDR,2016,CONUS MTF,NA,5,5,5,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Executive Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
484,Family Medicine,LT,2015,GME,2-4 months,2,2,NA,1st choice,Europe,Academic Medicine,Do not care,Other,No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
485,Radiology,LCDR,2016,CONUS MTF,2-4 months,1,1,1,4th choice,National Capital Region,Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Mar-17,No,Yes
486,Emergency Medicine,LCDR,2014,CONUS MTF,NA,4,3,4,1st choice,Southern California,Resign/Retire,No,2 tours (~6 years),Yes,Other,Mar-17,Yes,Yes
487,Pediatrics,LT,2015,CONUS MTF,NA,4,4,4,1st choice,Pacific Northwest,Clinical Medicine,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
488,Heme/Onc (IM),LCDR,2015,CONUS MTF,> 4 months,1,NA,NA,Other,Northeast,Clinical Medicine,Yes,Other,No,Status Quo: Detailer and Specialty Leader decide,Jul-16,No,Yes
489,General Medical Officer,LT,2016,CONUS MTF,2-4 months,2,3,NA,1st choice,National Capital Region,Academic Medicine,Other,3 tours (~9 years),No,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
490,Pediatrics,LT,2015,CONUS MTF,2-4 months,3,3,3,3rd choice,Southern California,Other,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,No
492,Family Medicine,LT,2016,GME,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,Nephrology (IM),CDR,2016,CONUS MTF,2-4 months,4,4,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Mixed,Yes,4 tours (~12 years),Other,Other,Jan-17,Yes,Yes
495,Pathology,CAPT or Flag,2010,CONUS MTF,2-4 months,1,1,1,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
496,Heme/Onc (IM),LCDR,2016,CONUS MTF,2-4 months,5,5,4,2nd choice,Southern California,Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
497,Pediatrics,CDR,2014,CONUS MTF,2-4 months,5,4,4,2nd choice,Northeast,Resign/Retire,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
498,Family Medicine,CDR,2014,CONUS MTF,> 4 months,5,5,NA,1st choice,Pacific Northwest,Resign/Retire,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
499,Dermatology,LCDR,2015,CONUS MTF,2-4 months,4,5,5,2nd choice,"Southeast (North Carolina, Florida)",Clinical Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Other,Yes,Yes
500,Pediatrics,LT,2016,CONUS MTF,NA,5,4,NA,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Academic Medicine,No,4 tours (~12 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
1103,General Medical Officer,LT,2014,Non-Operational/Non-Clinical,> 4 months,3,3,2,3rd choice,Pacific Northwest,Mixed,Do not care,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
502,Preventive Medicine,CDR,2016,CONUS Operational,2-4 months,5,5,3,1st choice,Europe,Executive Medicine,No,1 tour (~3 years),Yes,Other,Dec-16,Yes,Yes
503,Emergency Medicine,CDR,2015,CONUS Operational,2-4 months,3,3,3,3rd choice,Europe,Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,Yes,Yes
504,Allergy/Immunology,CDR,2015,CONUS MTF,> 4 months,4,NA,2,2nd choice,Southern California,Academic Medicine,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
505,Radiology,CDR,2012,CONUS MTF,2-4 months,5,5,5,Other,National Capital Region,Resign/Retire,Do not care,Other,Other,Other,Sep-16,Yes,Yes
506,Nephrology (IM),LCDR,2014,CONUS MTF,2-4 months,4,4,3,2nd choice,National Capital Region,Executive Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
507,Dermatology,CDR,2016,Non-Operational/Non-Clinical,2-4 months,5,5,5,1st choice,National Capital Region,Executive Medicine,Do not care,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Feb-17,No,Yes
508,Pediatrics,LT,2014,GME,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,General Surgery,LCDR,2015,CONUS MTF,2-4 months,5,3,5,1st choice,National Capital Region,Resign/Retire,Do not care,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
510,Emergency Medicine,LCDR,2016,CONUS Operational,> 4 months,4,4,4,2nd choice,Southern California,Operational Medicine,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
511,Family Medicine,LT,2013,GME,2-4 months,NA,NA,4,1st choice,Europe,Global Health Engagement,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,No,No
512,Pediatrics,CDR,2015,OCONUS MTF,2-4 months,4,4,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Executive Medicine,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
513,Dermatology,LCDR,2015,GME,2-4 months,5,5,NA,1st choice,Southern California,Clinical Medicine,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Nov-16,NA,No
514,Neonatology,CDR,2014,CONUS MTF,2-4 months,4,4,1,Other,National Capital Region,Mixed,No,2 tours (~6 years),Yes,Other,Jan-17,Yes,Yes
516,Family Medicine,LT,2015,OCONUS MTF,NA,1,1,1,Other,Middle East or Africa,Global Health Engagement,No,4 tours (~12 years),No,Other,Mar-17,Yes,Yes
517,Family Medicine,LCDR,2016,OCONUS MTF,NA,3,1,4,Other,Pacific Northwest,Resign/Retire,Yes,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,No
518,Nephrology (IM),LT,2016,CONUS MTF,2-4 months,4,4,3,2nd choice,Southern California,Undecided,Do not care,3 tours (~9 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,NA,No
519,Pediatrics,LCDR,2014,GME,2-4 months,3,4,2,1st choice,Europe,Mixed,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,NA
520,Psychiatry,LCDR,2015,CONUS MTF,NA,2,1,1,4th choice,Southern California,Mixed,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
521,Allergy/Immunology,CDR,2016,CONUS MTF,> 4 months,5,5,3,1st choice,National Capital Region,Executive Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
522,Nephrology (IM),LCDR,2015,CONUS MTF,2-4 months,5,5,4,1st choice,Southern California,Clinical Medicine,No,4 tours (~12 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,No
